"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Influencia política. Votar en las últimas elecciones municipales / de la alcaldía","P8_5_01","Numérico","1","4"
"Influencia política. Votar en las últimas elecciones municipales / de la alcaldía","P8_5_01","Numérico","1","8"
"Influencia política. Votar en las últimas elecciones municipales / de la alcaldía","P8_5_01","Numérico","1","9"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","1"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","2"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","3"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","4"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","8"
"Influencia política. Contactar con un (una) político(a) o con un (una) servidor(a) público(a) federal, estatal o municipal / de la alcaldía","P8_5_02","Numérico","1","9"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","1"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","2"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","3"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","4"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","8"
"Influencia política. Asistir a una reunión de un sindicato o partido político","P8_5_03","Numérico","1","9"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","1"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","2"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","3"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","4"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","8"
"Influencia política. Participar en una consulta pública","P8_5_04","Numérico","1","9"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","1"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","2"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","3"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","4"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","8"
"Influencia política. Postularse como candidato(a) u ocupar un cargo de elección popular","P8_5_05","Numérico","1","9"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","1"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","2"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","3"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","4"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","8"
"Influencia política. Votar en una consulta popular nacional o estatal","P8_5_06","Numérico","1","9"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","1"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","2"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","3"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","4"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","8"
"Influencia política. Participar en una marcha","P8_5_07","Numérico","1","9"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","1"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","2"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","3"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","4"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","8"
"Influencia política. Crear o firmar una petición (en papel o en línea)","P8_5_08","Numérico","1","9"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","1"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","2"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","3"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","4"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","8"
"Influencia política. Publicar o reenviar contenido político en las redes sociales","P8_5_09","Numérico","1","9"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","1"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","2"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","3"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","4"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","8"
"Influencia política. Boicotear determinados productos por motivos políticos","P8_5_10","Numérico","1","9"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","1"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","2"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","3"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","4"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","8"
"Influencia política. Ser voluntario(a) para causas sociales o ambientales","P8_5_11","Numérico","1","9"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","1"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","2"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","3"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","4"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","8"
"Influencia política. Participar en una huelga","P8_5_12","Numérico","1","9"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","1"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","2"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","3"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","4"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","8"
"Influencia política. Contribuir en el proceso de opinar o decidir cómo se gasta el presupuesto público","P8_5_13","Numérico","1","9"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","1"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","2"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","3"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","4"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","8"
"Influencia política. Asistir a una reunión con un (una) funcionario(a) electo(a)","P8_5_14","Numérico","1","9"
"Influencia política. Otra","P8_5_15","Numérico","1","1"
"Influencia política. Otra","P8_5_15","Numérico","1","2"
"Influencia política. Otra","P8_5_15","Numérico","1","3"
"Influencia política. Otra","P8_5_15","Numérico","1","4"
"Influencia política. Otra","P8_5_15","Numérico","1","8"
"Influencia política. Otra","P8_5_15","Numérico","1","9"
"Influencia política. Otra. Especifique","P8_5_15E","Texto","255","Texto mínimo 3 caracteres"
"Barreras para opinar sobre la acción gubernamental. No hay suficiente información sobre lo que hace el gobierno","P8_6_1","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. No hay suficiente información sobre lo que hace el gobierno","P8_6_1","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. Falta de información sobre cómo interactuar con el gobierno","P8_6_2","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. Falta de información sobre cómo interactuar con el gobierno","P8_6_2","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. No hay dinero suficiente para participar en política","P8_6_3","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. No hay dinero suficiente para participar en política","P8_6_3","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. No hay tiempo para participar en política","P8_6_4","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. No hay tiempo para participar en política","P8_6_4","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. No hay oportunidades para hablar con los (las) funcionarios(as) electos(as), ni para participar de otras formas","P8_6_5","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. No hay oportunidades para hablar con los (las) funcionarios(as) electos(as), ni para participar de otras formas","P8_6_5","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. No hay redes ni organizaciones para participar en política","P8_6_6","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. No hay redes ni organizaciones para participar en política","P8_6_6","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. Estoy muy lejos de la capital y de los lugares donde se toman las decisiones importantes","P8_6_7","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. Estoy muy lejos de la capital y de los lugares donde se toman las decisiones importantes","P8_6_7","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. A las personas funcionarias electas o en el poder no les importa lo que la gente como yo quiere","P8_6_8","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. A las personas funcionarias electas o en el poder no les importa lo que la gente como yo quiere","P8_6_8","Numérico","1","1"
"Barreras para opinar sobre la acción gubernamental. Otros","P8_6_9","Numérico","1","0"
"Barreras para opinar sobre la acción gubernamental. Otros","P8_6_9","Numérico","1","1"
"Participación electoral","P8_7","Numérico","1","1"
"Participación electoral","P8_7","Numérico","1","2"
"Participación electoral","P8_7","Numérico","1","3"
"Participación electoral","P8_7","Numérico","1","8"
"Participación electoral","P8_7","Numérico","1","9"
"Preferencia electoral","P8_8","Numérico","1","1"
"Preferencia electoral","P8_8","Numérico","1","2"
"Preferencia electoral","P8_8","Numérico","1","8"
"Preferencia electoral","P8_8","Numérico","1","9"
"Preferencia electoral hipotética","P8_9","Numérico","1","1"
"Preferencia electoral hipotética","P8_9","Numérico","1","2"
"Preferencia electoral hipotética","P8_9","Numérico","1","9"
"Lugar de nacimiento","P9_1","Numérico","1","1"
"Lugar de nacimiento","P9_1","Numérico","1","2"
"Lugar de nacimiento","P9_1","Numérico","1","8"
"Lugar de nacimiento","P9_1","Numérico","1","9"
"Nacionalidad","P9_2","Numérico","1","1"
"Nacionalidad","P9_2","Numérico","1","2"
"Nacionalidad","P9_2","Numérico","1","8"
"Nacionalidad","P9_2","Numérico","1","9"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","1"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","2"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","3"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","4"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","8"
"Nivel de preocupación respecto a las finanzas del hogar y bienestar económico en los próximos dos años","P9_3","Numérico","1","9"
"Discriminación","P9_4","Numérico","1","1"
"Discriminación","P9_4","Numérico","1","2"
"Discriminación","P9_4","Numérico","1","8"
"Discriminación","P9_4","Numérico","1","9"
"Género","P9_5","Numérico","1","1"
"Género","P9_5","Numérico","1","2"
"Género","P9_5","Numérico","1","3"
"Género","P9_5","Numérico","1","8"
"Género","P9_5","Numérico","1","9"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","01"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","02"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","03"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","04"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","05"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","06"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","07"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","08"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","09"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","98"
"Grupo de ingresos mensuales del hogar","P9_6","Caracter","2","99"
"Ingresos mensuales del hogar. Cantidad con número","P9_7","Caracter","7","0000000"
"Ingresos mensuales del hogar. Cantidad con número","P9_7","Caracter","7","0000001, …, 9999996"
"Ingresos mensuales del hogar. Cantidad con número","P9_7","Caracter","7","9999997"
"Ingresos mensuales del hogar. Cantidad con número","P9_7","Caracter","7","9999998"
"Ingresos mensuales del hogar. Cantidad con número","P9_7","Caracter","7","9999999"
"Ingresos mensuales del hogar. Cantidad con letra","P9_7E","Texto","255","Texto mínimo 3 caracteres"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar perdió su trabajo","P9_8_1","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar perdió su trabajo","P9_8_1","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. Quiebra del negocio familiar","P9_8_2","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Quiebra del negocio familiar","P9_8_2","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. Enfermedad grave, accidente o fallecimiento de algún ser querido","P9_8_3","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Enfermedad grave, accidente o fallecimiento de algún ser querido","P9_8_3","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. El principal sostén de la familia abandonó el hogar","P9_8_4","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. El principal sostén de la familia abandonó el hogar","P9_8_4","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar fue víctima de un delito (robo, agresión, etcétera)","P9_8_5","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar fue víctima de un delito (robo, agresión, etcétera)","P9_8_5","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. El hogar sufrió un desastre natural (sequía, tormenta, inundación, etcétera)","P9_8_6","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. El hogar sufrió un desastre natural (sequía, tormenta, inundación, etcétera)","P9_8_6","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar fue obligado(a) a pagar un soborno o mordida a un (una) empleado(a) público(a)","P9_8_7","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Algún miembro del hogar fue obligado(a) a pagar un soborno o mordida a un (una) empleado(a) público(a)","P9_8_7","Numérico","1","1"
"Problemas que afectaron al hogar en los últimos doce meses. Ninguna de las anteriores","P9_8_8","Numérico","1","0"
"Problemas que afectaron al hogar en los últimos doce meses. Ninguna de las anteriores","P9_8_8","Numérico","1","1"
"Inteligencia Artificial","P9_9","Numérico","1","1"
"Inteligencia Artificial","P9_9","Numérico","1","2"
"Inteligencia Artificial","P9_9","Numérico","1","3"
"Inteligencia Artificial","P9_9","Numérico","1","9"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Brindar servicios más adaptados a las personas","P9_10_1","Caracter","2","00, 01, …, 09, 10"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Brindar servicios más adaptados a las personas","P9_10_1","Caracter","2","99"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Reducir costos","P9_10_2","Caracter","2","00, 01, …, 09, 10"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Reducir costos","P9_10_2","Caracter","2","99"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Proteger la información personal","P9_10_3","Caracter","2","00, 01, …, 09, 10"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Proteger la información personal","P9_10_3","Caracter","2","99"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Mantener a las personas en control de las decisiones","P9_10_4","Caracter","2","00, 01, …, 09, 10"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Mantener a las personas en control de las decisiones","P9_10_4","Caracter","2","99"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Ser transparentes sobre cómo y dónde usaron la inteligencia artificial","P9_10_5","Caracter","2","00, 01, …, 09, 10"
"Nivel de seguridad del uso institucional de la Inteligencia Artificial. Ser transparentes sobre cómo y dónde usaron la inteligencia artificial","P9_10_5","Caracter","2","99"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","1"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","2"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","3"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","4"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","8"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil de encontrar y de acceder","P9_11_1","Numérico","1","9"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","1"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","2"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","3"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","4"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","8"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es fácil entender","P9_11_2","Numérico","1","9"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","1"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","2"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","3"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","4"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","8"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Permite verificar que el gobierno cumple sus promesas","P9_11_3","Numérico","1","9"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","1"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","2"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","3"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","4"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","8"
"Opiniones sobre atributos de calidad que poseen las estadísticas gubernamentales. Es confiable","P9_11_4","Numérico","1","9"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Podcast","P9_12_01","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Podcast","P9_12_01","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Redes sociales","P9_12_02","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Redes sociales","P9_12_02","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Periódicos/revistas","P9_12_03","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Periódicos/revistas","P9_12_03","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Conversaciones con amistades, familiares, compañeros(as) de trabajo o escuela, profesores(as)","P9_12_04","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Conversaciones con amistades, familiares, compañeros(as) de trabajo o escuela, profesores(as)","P9_12_04","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Radio","P9_12_05","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Radio","P9_12_05","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Televisión","P9_12_06","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Televisión","P9_12_06","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Inteligencia artificial","P9_12_07","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Inteligencia artificial","P9_12_07","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Otras","P9_12_08","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Otras","P9_12_08","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Ninguna de las anteriores","P9_12_09","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Ninguna de las anteriores","P9_12_09","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. No sabe","P9_12_98","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. No sabe","P9_12_98","Numérico","1","1"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Prefiere no responder","P9_12_99","Numérico","1","0"
"Fuentes de información para enterarse de los asuntos políticos y de la actualidad. Prefiere no responder","P9_12_99","Numérico","1","1"
"Factor de expansión del seleccionado","FAC_SEL","Numérico","6","1, …, 999999"
"Dominio","DOMINIO","Caracter","1","U"
"Unidad primaria de muestreo de diseño","UPM_DIS","Caracter","7","0000001, …, 9999999"
"Estrato de Diseño","EST_DIS","Caracter","3","001, …, 999"
