"ID_VIV","ID_PER","UPM","VIV_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","COD_RES","R_INF","SEL_D","SEL_M","N_REN","PAREN","SEXO","EDAD","NAC_D","NAC_M","COD","NIV","GRA","P3_8","P3_9","P3_10","P3_11","FAC_VIV","FAC_SEL","DOMINIO","UPM_DIS","EST_DIS"
"0600218.02","0600218.02.01","0600218","02","06","COLIMA","002","COLIMA","01","01","02","10","01","1","1","48","10","12","1","09","3","2","1","","2","1300.29720253133","1300.2972025313","U","0388","0016"
"0600218.02","0600218.02.02","0600218","02","06","COLIMA","002","COLIMA","01","01","02","10","02","3","2","14","","","","02","1","1","","","","1300.29720253133","0","U","0388","0016"
"0600218.02","0600218.02.03","0600218","02","06","COLIMA","002","COLIMA","01","01","02","10","03","3","1","13","","","","02","5","1","","","","1300.29720253133","0","U","0388","0016"
"0600218.03","0600218.03.01","0600218","03","06","COLIMA","002","COLIMA","01","01","02","10","01","1","1","53","30","10","1","06","3","2","1","","3","1300.29720253133","1300.2972025313","U","0388","0016"
"0600218.04","0600218.04.01","0600218","04","06","COLIMA","002","COLIMA","01","02","02","10","01","1","2","74","21","01","2","02","6","2","1","","3","1300.29720253133","0","U","0388","0016"
"0600218.04","0600218.04.02","0600218","04","06","COLIMA","002","COLIMA","01","02","02","10","02","2","1","74","10","10","1","02","3","2","1","","3","1300.29720253133","3900.891607594","U","0388","0016"
"0600218.04","0600218.04.03","0600218","04","06","COLIMA","002","COLIMA","01","02","02","10","03","5","1","17","","","","06","2","1","","","","1300.29720253133","0","U","0388","0016"
"0600218.04","0600218.04.04","0600218","04","06","COLIMA","002","COLIMA","01","02","02","10","04","5","2","19","27","01","2","08","1","2","1","","2","1300.29720253133","0","U","0388","0016"
"0600218.05","0600218.05.01","0600218","05","06","COLIMA","002","COLIMA","01","01","26","09","01","1","1","78","04","05","1","00","","2","6","4","","1300.29720253133","2600.5944050627","U","0388","0016"
"0600218.05","0600218.05.02","0600218","05","06","COLIMA","002","COLIMA","01","01","26","09","02","2","2","78","18","06","2","02","2","2","1","","3","1300.29720253133","0","U","0388","0016"
"0600226.01","0600226.01.01","0600226","01","06","COLIMA","002","COLIMA","01","01","26","09","01","1","2","23","23","11","1","06","3","2","1","","2","1034.30662103403","1034.306621034","U","0443","0015"
"0600226.02","0600226.02.01","0600226","02","06","COLIMA","002","COLIMA","01","01","30","09","01","1","1","73","03","01","1","03","1","2","1","","3","1034.30662103403","1034.306621034","U","0443","0015"
"0600226.03","0600226.03.01","0600226","03","06","COLIMA","002","COLIMA","01","01","28","09","01","1","1","64","31","10","1","03","3","2","1","","3","1034.30662103403","1034.306621034","U","0443","0015"
"0600226.05","0600226.05.01","0600226","05","06","COLIMA","002","COLIMA","01","03","28","09","01","1","1","84","05","09","2","02","6","2","6","4","","1034.30662103403","0","U","0443","0015"
"0600226.05","0600226.05.02","0600226","05","06","COLIMA","002","COLIMA","01","03","28","09","02","2","2","76","11","11","1","02","6","2","5","4","","1034.30662103403","3102.9198631021","U","0443","0015"
"0600226.05","0600226.05.03","0600226","05","06","COLIMA","002","COLIMA","01","03","28","09","03","3","2","48","10","05","2","08","5","2","1","","2","1034.30662103403","0","U","0443","0015"
"0600229.01","0600229.01.01","0600229","01","06","COLIMA","002","COLIMA","01","01","29","09","01","1","1","29","10","10","1","09","3","2","1","","2","1324.06730408221","1324.0673040822","U","0050","0017"
"0600229.02","0600229.02.01","0600229","02","06","COLIMA","002","COLIMA","01","01","29","09","01","1","1","40","16","05","1","08","5","2","1","","2","1324.06730408221","1324.0673040822","U","0050","0017"
"0600229.02","0600229.02.02","0600229","02","06","COLIMA","002","COLIMA","01","01","29","09","02","3","1","15","","","","03","2","1","","","","1324.06730408221","0","U","0050","0017"
"0600229.02","0600229.02.03","0600229","02","06","COLIMA","002","COLIMA","01","01","29","09","03","3","1","12","","","","02","6","1","","","","1324.06730408221","0","U","0050","0017"
"0600229.03","0600229.03.01","0600229","03","06","COLIMA","002","COLIMA","01","03","29","09","01","1","1","59","06","06","2","06","3","2","1","","4","1324.06730408221","0","U","0050","0017"
"0600229.03","0600229.03.02","0600229","03","06","COLIMA","002","COLIMA","01","03","29","09","02","2","2","59","01","11","1","07","3","2","5","4","","1324.06730408221","5296.2692163288","U","0050","0017"
"0600229.03","0600229.03.03","0600229","03","06","COLIMA","002","COLIMA","01","03","29","09","03","3","2","34","25","02","2","08","5","2","1","","2","1324.06730408221","0","U","0050","0017"
"0600229.03","0600229.03.04","0600229","03","06","COLIMA","002","COLIMA","01","03","29","09","04","3","2","24","12","01","2","08","5","2","1","","2","1324.06730408221","0","U","0050","0017"
"0600229.03","0600229.03.05","0600229","03","06","COLIMA","002","COLIMA","01","03","29","09","05","5","1","04","","","","01","1","1","","","","1324.06730408221","0","U","0050","0017"
"0600229.05","0600229.05.01","0600229","05","06","COLIMA","002","COLIMA","01","02","01","10","01","1","1","47","16","08","2","10","5","2","1","","2","1324.06730408221","0","U","0050","0017"
"0600229.05","0600229.05.02","0600229","05","06","COLIMA","002","COLIMA","01","02","01","10","02","2","2","47","27","06","1","09","3","2","5","4","","1324.06730408221","2648.1346081644","U","0050","0017"
"0600229.05","0600229.05.03","0600229","05","06","COLIMA","002","COLIMA","01","02","01","10","03","3","1","17","","","","06","1","1","","","","1324.06730408221","0","U","0050","0017"
"0600229.05","0600229.05.04","0600229","05","06","COLIMA","002","COLIMA","01","02","01","10","04","3","1","14","","","","03","1","1","","","","1324.06730408221","0","U","0050","0017"
"0600234.01","0600234.01.01","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","01","1","2","51","28","09","2","06","3","2","1","","2","1087.00644257975","0","U","0051","0016"
"0600234.01","0600234.01.02","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","02","5","2","26","18","01","1","06","3","2","1","","2","1087.00644257975","4348.025770319","U","0051","0016"
"0600234.01","0600234.01.03","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","03","3","2","20","24","08","2","08","1","1","1","","2","1087.00644257975","0","U","0051","0016"
"0600234.01","0600234.01.04","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","04","3","1","24","23","08","2","08","5","2","1","","2","1087.00644257975","0","U","0051","0016"
"0600234.01","0600234.01.05","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","05","5","2","11","","","","02","4","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.01","0600234.01.06","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","06","5","1","08","","","","02","2","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.01","0600234.01.07","0600234","01","06","COLIMA","002","COLIMA","01","02","01","10","07","5","2","05","","","","01","2","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.02","0600234.02.01","0600234","02","06","COLIMA","002","COLIMA","01","01","29","09","01","1","2","54","12","11","1","02","6","2","1","","3","1087.00644257975","2174.0128851595","U","0051","0016"
"0600234.02","0600234.02.02","0600234","02","06","COLIMA","002","COLIMA","01","01","29","09","02","3","1","23","10","05","2","08","5","2","1","","3","1087.00644257975","0","U","0051","0016"
"0600234.02","0600234.02.03","0600234","02","06","COLIMA","002","COLIMA","01","01","29","09","03","3","1","16","","","","06","1","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.03","0600234.03.01","0600234","03","06","COLIMA","002","COLIMA","01","01","27","09","01","1","2","53","13","06","1","00","","2","1","","2","1087.00644257975","1087.0064425798","U","0051","0016"
"0600234.05","0600234.05.01","0600234","05","06","COLIMA","002","COLIMA","01","01","01","10","01","1","2","39","24","12","1","06","3","2","5","4","","1087.00644257975","1087.0064425798","U","0051","0016"
"0600234.05","0600234.05.02","0600234","05","06","COLIMA","002","COLIMA","01","01","01","10","02","3","1","15","","","","06","1","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.05","0600234.05.03","0600234","05","06","COLIMA","002","COLIMA","01","01","01","10","03","3","2","11","","","","02","6","1","","","","1087.00644257975","0","U","0051","0016"
"0600234.05","0600234.05.04","0600234","05","06","COLIMA","002","COLIMA","01","01","01","10","04","3","2","06","","","","02","1","1","","","","1087.00644257975","0","U","0051","0016"
"0600246.02","0600246.02.01","0600246","02","06","COLIMA","002","COLIMA","01","01","30","09","01","1","1","64","06","06","1","03","3","2","1","","2","894.38629659408","894.3862965941","U","0052","0015"
"0600246.03","0600246.03.01","0600246","03","06","COLIMA","002","COLIMA","01","02","26","09","01","1","1","66","23","07","1","02","6","2","8","4","","894.38629659408","1788.7725931882","U","0052","0015"
"0600246.03","0600246.03.02","0600246","03","06","COLIMA","002","COLIMA","01","02","26","09","02","2","2","66","23","08","2","02","6","2","5","4","","894.38629659408","0","U","0052","0015"
"0600246.05","0600246.05.01","0600246","05","06","COLIMA","002","COLIMA","01","01","26","09","01","1","2","93","13","01","2","02","4","2","5","4","","894.38629659408","0","U","0052","0015"
"0600246.05","0600246.05.02","0600246","05","06","COLIMA","002","COLIMA","01","01","26","09","02","2","1","64","19","11","1","06","3","2","1","","3","894.38629659408","1788.7725931882","U","0052","0015"
"0600264.02","0600264.02.01","0600264","02","06","COLIMA","002","COLIMA","01","01","26","09","01","1","1","80","02","06","2","03","1","2","6","4","","1211.23575030315","0","U","0053","0016"
"0600264.02","0600264.02.02","0600264","02","06","COLIMA","002","COLIMA","01","01","26","09","02","2","2","68","20","03","1","03","3","2","5","4","","1211.23575030315","2422.4715006063","U","0053","0016"
"0600264.03","0600264.03.01","0600264","03","06","COLIMA","002","COLIMA","01","02","26","09","01","1","2","75","02","06","2","02","6","2","5","4","","1211.23575030315","0","U","0053","0016"
"0600264.03","0600264.03.02","0600264","03","06","COLIMA","002","COLIMA","01","02","26","09","02","3","2","54","03","09","2","03","3","2","5","4","","1211.23575030315","0","U","0053","0016"
"0600264.03","0600264.03.03","0600264","03","06","COLIMA","002","COLIMA","01","02","26","09","03","3","1","50","27","01","1","08","5","2","1","","2","1211.23575030315","3633.7072509095","U","0053","0016"
"0600264.04","0600264.04.01","0600264","04","06","COLIMA","002","COLIMA","01","02","26","09","01","1","1","77","09","11","2","06","3","2","6","4","","1211.23575030315","0","U","0053","0016"
"0600264.04","0600264.04.02","0600264","04","06","COLIMA","002","COLIMA","01","02","26","09","02","2","2","72","14","07","2","02","5","2","5","1","4","1211.23575030315","0","U","0053","0016"
"0600264.04","0600264.04.03","0600264","04","06","COLIMA","002","COLIMA","01","02","26","09","03","3","1","51","08","11","1","03","2","2","1","","2","1211.23575030315","3633.7072509095","U","0053","0016"
"0600264.05","0600264.05.01","0600264","05","06","COLIMA","002","COLIMA","01","01","30","09","01","1","2","75","03","07","1","02","6","2","6","4","","1211.23575030315","1211.2357503032","U","0053","0016"
"0600294.01","0600294.01.01","0600294","01","06","COLIMA","002","COLIMA","01","01","30","09","01","1","2","62","02","02","2","03","3","2","5","4","","1002.9423132591","0","U","0054","0015"
"0600294.01","0600294.01.02","0600294","01","06","COLIMA","002","COLIMA","01","01","30","09","02","5","2","18","17","01","1","06","3","1","4","2","3","1002.9423132591","2005.8846265182","U","0054","0015"
"0600294.02","0600294.02.01","0600294","02","06","COLIMA","002","COLIMA","01","04","30","09","01","1","1","84","15","07","2","02","6","2","6","4","","1002.9423132591","0","U","0054","0015"
"0600294.02","0600294.02.02","0600294","02","06","COLIMA","002","COLIMA","01","04","30","09","02","5","1","51","05","11","1","08","5","2","1","","2","1002.9423132591","4011.7692530364","U","0054","0015"
"0600294.02","0600294.02.03","0600294","02","06","COLIMA","002","COLIMA","01","04","30","09","03","5","2","63","13","07","2","08","5","2","1","","3","1002.9423132591","0","U","0054","0015"
"0600294.02","0600294.02.04","0600294","02","06","COLIMA","002","COLIMA","01","04","30","09","04","5","1","61","23","03","2","08","3","2","1","","3","1002.9423132591","0","U","0054","0015"
"0600294.03","0600294.03.01","0600294","03","06","COLIMA","002","COLIMA","01","01","27","09","01","1","2","78","31","01","1","02","6","2","5","4","","1002.9423132591","1002.9423132591","U","0054","0015"
"0600294.04","0600294.04.01","0600294","04","06","COLIMA","002","COLIMA","01","02","01","10","01","1","1","57","23","07","2","06","3","2","1","","2","1002.9423132591","0","U","0054","0015"
"0600294.04","0600294.04.02","0600294","04","06","COLIMA","002","COLIMA","01","02","01","10","02","2","2","54","08","02","1","06","3","2","6","4","","1002.9423132591","2005.8846265182","U","0054","0015"
"0600294.05","0600294.05.01","0600294","05","06","COLIMA","002","COLIMA","01","01","02","10","01","1","1","80","06","01","2","03","3","2","6","4","","1002.9423132591","0","U","0054","0015"
"0600294.05","0600294.05.02","0600294","05","06","COLIMA","002","COLIMA","01","01","02","10","02","2","2","76","10","12","1","02","6","2","6","4","","1002.9423132591","2005.8846265182","U","0054","0015"
"0600356.01","0600356.01.01","0600356","01","06","COLIMA","002","COLIMA","01","01","30","09","01","1","1","38","08","05","2","03","3","2","1","","2","1574.6064753941","0","U","0055","0016"
"0600356.01","0600356.01.02","0600356","01","06","COLIMA","002","COLIMA","01","01","30","09","02","2","2","37","10","12","1","06","3","1","1","","2","1574.6064753941","3149.2129507882","U","0055","0016"
"0600356.03","0600356.03.01","0600356","03","06","COLIMA","002","COLIMA","01","01","28","09","01","1","1","29","28","01","1","08","5","2","1","","2","1574.6064753941","3149.2129507882","U","0055","0016"
"0600356.03","0600356.03.02","0600356","03","06","COLIMA","002","COLIMA","01","01","28","09","02","2","2","29","25","04","2","08","5","2","1","","2","1574.6064753941","0","U","0055","0016"
"0600356.04","0600356.04.01","0600356","04","06","COLIMA","002","COLIMA","01","01","27","09","01","1","1","47","13","11","1","09","3","2","1","","2","1574.6064753941","1574.6064753941","U","0055","0016"
"0600356.05","0600356.05.01","0600356","05","06","COLIMA","002","COLIMA","01","01","30","09","01","1","2","56","21","07","1","00","","2","1","","2","1574.6064753941","1574.6064753941","U","0055","0016"
"0600363.01","0600363.01.01","0600363","01","06","COLIMA","002","COLIMA","01","01","28","09","01","1","1","30","21","06","2","06","3","2","1","","3","1116.16012067238","0","U","0389","0015"
"0600363.01","0600363.01.02","0600363","01","06","COLIMA","002","COLIMA","01","01","28","09","02","2","2","26","13","11","1","03","3","2","1","","2","1116.16012067238","2232.3202413448","U","0389","0015"
"0600363.01","0600363.01.03","0600363","01","06","COLIMA","002","COLIMA","01","01","28","09","03","3","2","08","","","","02","3","1","","","","1116.16012067238","0","U","0389","0015"
"0600363.01","0600363.01.04","0600363","01","06","COLIMA","002","COLIMA","01","01","28","09","04","3","2","07","","","","02","1","1","","","","1116.16012067238","0","U","0389","0015"
"0600363.02","0600363.02.01","0600363","02","06","COLIMA","002","COLIMA","01","01","30","09","01","1","1","59","17","09","2","03","3","2","1","","3","1116.16012067238","0","U","0389","0015"
"0600363.02","0600363.02.02","0600363","02","06","COLIMA","002","COLIMA","01","01","30","09","02","6","1","40","20","07","1","03","3","2","1","","2","1116.16012067238","2232.3202413448","U","0389","0015"
"0600363.03","0600363.03.01","0600363","03","06","COLIMA","002","COLIMA","01","01","27","09","01","1","2","64","06","01","1","02","4","2","8","4","","1116.16012067238","1116.1601206724","U","0389","0015"
"0600363.04","0600363.04.01","0600363","04","06","COLIMA","002","COLIMA","01","01","27","09","01","1","2","69","05","10","1","02","6","2","5","4","","1116.16012067238","2232.3202413448","U","0389","0015"
"0600363.04","0600363.04.02","0600363","04","06","COLIMA","002","COLIMA","01","01","27","09","02","5","2","65","05","05","2","03","3","2","5","4","","1116.16012067238","0","U","0389","0015"
"0600363.05","0600363.05.01","0600363","05","06","COLIMA","002","COLIMA","01","03","27","09","01","1","1","65","21","06","2","03","3","2","6","4","","1116.16012067238","0","U","0389","0015"
"0600363.05","0600363.05.02","0600363","05","06","COLIMA","002","COLIMA","01","03","27","09","02","2","2","63","26","10","1","08","5","2","1","","3","1116.16012067238","3348.4803620171","U","0389","0015"
"0600363.05","0600363.05.03","0600363","05","06","COLIMA","002","COLIMA","01","03","27","09","03","3","1","21","05","11","2","08","4","2","1","","2","1116.16012067238","0","U","0389","0015"
"0600482.01","0600482.01.01","0600482","01","06","COLIMA","002","COLIMA","01","03","01","10","01","1","1","66","06","04","2","08","5","2","1","","4","1439.71667645303","0","U","0056","0017"
"0600482.01","0600482.01.02","0600482","01","06","COLIMA","002","COLIMA","01","03","01","10","02","2","2","75","23","12","2","08","5","2","6","4","","1439.71667645303","0","U","0056","0017"
"0600482.01","0600482.01.03","0600482","01","06","COLIMA","002","COLIMA","01","03","01","10","03","3","2","26","19","12","1","08","5","2","1","","3","1439.71667645303","4319.1500293591","U","0056","0017"
"0600482.02","0600482.02.01","0600482","02","06","COLIMA","002","COLIMA","01","01","26","09","01","1","2","38","28","05","1","08","5","2","1","","2","1439.71667645303","1439.716676453","U","0056","0017"
"0600482.02","0600482.02.02","0600482","02","06","COLIMA","002","COLIMA","01","01","26","09","02","3","2","06","","","","01","3","1","","","","1439.71667645303","0","U","0056","0017"
"0600482.03","0600482.03.01","0600482","03","06","COLIMA","002","COLIMA","01","01","03","10","01","1","1","43","06","03","1","09","3","2","1","","2","1439.71667645303","1439.716676453","U","0056","0017"
"0600482.05","0600482.05.01","0600482","05","06","COLIMA","002","COLIMA","01","02","03","10","01","1","1","51","24","07","2","09","3","2","1","","4","1439.71667645303","0","U","0056","0017"
"0600482.05","0600482.05.02","0600482","05","06","COLIMA","002","COLIMA","01","02","03","10","02","2","2","48","21","07","1","08","5","2","5","3","5","1439.71667645303","2879.4333529061","U","0056","0017"
"0708625.01","0708625.01.01","0708625","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","01","1","1","44","15","03","2","06","3","2","1","","2","3531.2678464672","0","U","0057","0018"
"0708625.01","0708625.01.02","0708625","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","02","2","2","44","26","10","1","06","3","2","1","","3","3531.2678464672","14125.0713858688","U","0057","0018"
"0708625.01","0708625.01.03","0708625","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","03","3","1","24","15","01","2","08","5","2","1","","2","3531.2678464672","0","U","0057","0018"
"0708625.01","0708625.01.04","0708625","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","04","3","2","18","18","09","2","06","3","1","4","3","5","3531.2678464672","0","U","0057","0018"
"0708625.01","0708625.01.05","0708625","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","05","3","2","13","","","","03","1","1","","","","3531.2678464672","0","U","0057","0018"
"0708625.02","0708625.02.01","0708625","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","01","1","1","56","04","07","2","06","3","2","1","","3","3531.2678464672","0","U","0057","0018"
"0708625.02","0708625.02.02","0708625","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","02","2","2","56","16","02","1","02","6","2","1","","3","3531.2678464672","10593.8035394016","U","0057","0018"
"0708625.02","0708625.02.03","0708625","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","03","3","2","18","06","08","2","06","3","1","4","4","","3531.2678464672","0","U","0057","0018"
"0708625.03","0708625.03.01","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","01","1","1","53","02","01","1","03","3","2","1","","2","3531.2678464672","7062.5356929344","U","0057","0018"
"0708625.03","0708625.03.02","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","02","2","2","50","05","03","2","03","2","2","5","4","","3531.2678464672","0","U","0057","0018"
"0708625.03","0708625.03.03","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","03","3","1","13","","","","03","2","1","","","","3531.2678464672","0","U","0057","0018"
"0708625.03","0708625.03.04","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","04","3","2","09","","","","02","3","1","","","","3531.2678464672","0","U","0057","0018"
"0708625.03","0708625.03.05","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","05","3","2","08","","","","02","2","1","","","","3531.2678464672","0","U","0057","0018"
"0708625.03","0708625.03.06","0708625","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","26","09","06","3","1","06","","","","00","","9","","","","3531.2678464672","0","U","0057","0018"
"0708625.05","0708625.05.01","0708625","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","01","1","2","28","04","10","2","03","3","2","5","1","3","3531.2678464672","0","U","0057","0018"
"0708625.05","0708625.05.02","0708625","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","02","2","1","33","30","09","1","03","3","2","1","","2","3531.2678464672","7062.5356929344","U","0057","0018"
"0708625.05","0708625.05.03","0708625","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","03","3","1","07","","","","02","1","1","","","","3531.2678464672","0","U","0057","0018"
"0708625.05","0708625.05.04","0708625","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","04","3","1","03","","","","01","1","1","","","","3531.2678464672","0","U","0057","0018"
"0708648.01","0708648.01.01","0708648","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","28","09","01","1","2","61","19","10","1","02","3","2","1","","2","4603.69285797651","9207.385715953","U","0058","0019"
"0708648.01","0708648.01.02","0708648","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","28","09","02","3","1","44","10","09","2","08","5","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708648.02","0708648.02.01","0708648","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","29","09","01","1","1","80","25","03","1","02","3","2","6","4","","4603.69285797651","9207.385715953","U","0058","0019"
"0708648.02","0708648.02.02","0708648","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","29","09","02","3","2","55","15","06","2","07","3","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708648.02","0708648.02.03","0708648","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","29","09","03","3","2","16","","","","06","1","1","","","","4603.69285797651","0","U","0058","0019"
"0708648.03","0708648.03.01","0708648","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","30","09","01","1","2","45","20","08","2","09","3","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708648.03","0708648.03.02","0708648","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","30","09","02","3","1","20","23","10","1","08","3","1","1","","2","4603.69285797651","9207.385715953","U","0058","0019"
"0708648.04","0708648.04.01","0708648","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","01","1","1","61","24","01","2","07","3","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708648.04","0708648.04.02","0708648","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","02","2","2","58","22","12","1","08","5","2","1","","2","4603.69285797651","9207.385715953","U","0058","0019"
"0708648.05","0708648.05.01","0708648","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","03","27","09","01","1","1","68","03","02","1","08","5","2","1","","2","4603.69285797651","18414.7714319061","U","0058","0019"
"0708648.05","0708648.05.02","0708648","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","03","27","09","02","2","2","55","28","02","2","06","3","2","5","4","","4603.69285797651","0","U","0058","0019"
"0708648.05","0708648.05.03","0708648","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","03","27","09","03","3","1","28","20","06","2","08","5","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708648.05","0708648.05.04","0708648","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","03","27","09","04","3","2","24","14","06","2","08","5","2","1","","2","4603.69285797651","0","U","0058","0019"
"0708654.01","0708654.01.01","0708654","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","01","1","1","50","04","02","2","08","5","2","1","","2","4039.77041635848","0","U","0380","0018"
"0708654.01","0708654.01.02","0708654","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","02","2","2","46","05","10","1","08","5","2","1","","2","4039.77041635848","12119.3112490754","U","0380","0018"
"0708654.01","0708654.01.03","0708654","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","03","3","1","20","13","08","2","08","2","1","4","4","","4039.77041635848","0","U","0380","0018"
"0708654.01","0708654.01.04","0708654","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","26","09","04","3","2","15","","","","03","3","1","","","","4039.77041635848","0","U","0380","0018"
"0708654.02","0708654.02.01","0708654","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","04","26","09","01","1","2","63","01","10","1","02","2","2","5","4","","4039.77041635848","16159.0816654339","U","0380","0018"
"0708654.02","0708654.02.02","0708654","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","04","26","09","02","3","2","40","28","03","2","08","5","2","1","","2","4039.77041635848","0","U","0380","0018"
"0708654.02","0708654.02.03","0708654","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","04","26","09","03","3","2","37","06","01","2","08","5","2","1","","2","4039.77041635848","0","U","0380","0018"
"0708654.02","0708654.02.04","0708654","02","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","04","26","09","04","3","2","35","29","04","2","08","5","2","5","4","","4039.77041635848","0","U","0380","0018"
"0708654.03","0708654.03.01","0708654","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","28","09","01","1","1","24","02","11","1","02","6","2","1","","1","4039.77041635848","8079.540832717","U","0380","0018"
"0708654.03","0708654.03.02","0708654","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","28","09","02","2","2","22","18","01","2","06","2","2","5","4","","4039.77041635848","0","U","0380","0018"
"0708654.03","0708654.03.03","0708654","03","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","28","09","03","3","1","03","","","","01","1","1","","","","4039.77041635848","0","U","0380","0018"
"0708654.04","0708654.04.01","0708654","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","29","09","01","1","1","38","14","04","1","08","2","2","1","","3","4039.77041635848","4039.7704163585","U","0380","0018"
"0708654.05","0708654.05.01","0708654","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","01","1","2","30","19","04","1","06","3","2","1","","2","4039.77041635848","4039.7704163585","U","0380","0018"
"0708654.05","0708654.05.02","0708654","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","02","3","1","10","","","","02","5","1","","","","4039.77041635848","0","U","0380","0018"
"0708654.05","0708654.05.03","0708654","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","27","09","03","3","2","05","","","","01","2","1","","","","4039.77041635848","0","U","0380","0018"
"0708780.01","0708780.01.01","0708780","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","30","09","01","1","1","28","20","06","2","08","5","2","1","","2","4707.0636679391","0","U","0059","0019"
"0708780.01","0708780.01.02","0708780","01","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","30","09","02","5","2","28","02","06","1","06","3","2","1","","2","4707.0636679391","9414.1273358782","U","0059","0019"
"0708780.04","0708780.04.01","0708780","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","29","09","01","1","1","80","17","09","2","03","3","2","8","4","","4707.0636679391","0","U","0059","0019"
"0708780.04","0708780.04.02","0708780","04","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","01","29","09","02","2","2","77","26","04","1","02","6","2","5","4","","4707.0636679391","9414.1273358782","U","0059","0019"
"0708780.05","0708780.05.01","0708780","05","07","CHIAPAS","101","TUXTLA GUTIERREZ","01","02","29","09","01","1","1","60","17","01","1","08","5","2","6","4","","4707.0636679391","18828.2546717564","U","0059","0019"
