LON,LAT,EDO,CLAVE,ESTACION,jul_23
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",195.52
-89.612778,20.986111,YUC,GEEYC,"Gerencia, Yuc.",195.51
-89.681944,22.384167,YUC,ISLAPEREZmar,"Isla Pérez, Yuc. SEMAR*",0
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",102.99
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",134.2
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",188.33
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",120.01
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",96.53
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",119.06
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",65.21
-88.160278,21.571111,YUC,RILYC,"Río Lagartos, Yuc. SMN*",21.6
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",61.7
-87.988889,21.161389,YUC,TIZIMIN,"Tizimín, Yuc. SMN*",18
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",133.7
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",280.81
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",185
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",44.4
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",89.41
-101.389167,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",39
-102.347222,22.453056,ZAC,CUAZC,"Ciudad Cuauhtémoc, Zac.",36
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",69.43
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",78.55
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",152.11
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",55.3
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",71.12
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",49.7
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",191.75
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",89.88
-103.6025,22.686111,ZAC,LAFLORIDA,"La Florida, Zac. SMN*",134.2
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",73.32
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",113.53
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",42.24
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",44.07
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",130
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",48.51
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",57.22
-103.443056,24.287222,ZAC,MGAZC,"Miguel Auza, Zac.",58.72
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",188.52
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",115.92
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",117.43
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",17.65
-101.399167,22.1175,ZAC,PINZC,"Pino Suárez, Zac.",99
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",154.51
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",127.32
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",60.73
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",111.85
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",50.82
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",89.61
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",101.3
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",62.56
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",90.03
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",111.81
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",106.32
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",12.61
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",122.53
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",43.17
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",66.65
