"ID_VIV","UPM","VIV_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","COD_RES","P1_1","P2_1","P2_2","P2_3","P2_4","FAC_VIV","DOMINIO","UPM_DIS","EST_DIS"
"0905141.02","0905141","02","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","02","1","","","15725.7171504951","U","0454","0025"
"0905141.03","0905141","03","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","01","1","","","15725.7171504951","U","0454","0025"
"0905141.04","0905141","04","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","01","1","","","15725.7171504951","U","0454","0025"
"0905141.05","0905141","05","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","02","1","","","15725.7171504951","U","0454","0025"
"0905243.01","0905243","01","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","01","1","","","13036.4134075287","U","0082","0025"
"0905243.02","0905243","02","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","04","1","","","13036.4134075287","U","0082","0025"
"0905243.03","0905243","03","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","08","1","","","13036.4134075287","U","0082","0025"
"0905243.04","0905243","04","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","2","04","1","","","13036.4134075287","U","0082","0025"
"0905243.05","0905243","05","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","14","2","03","06","13036.4134075287","U","0082","0025"
"0905528.03","0905528","03","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","02","1","","","14384.2483705907","U","0083","0026"
"0905528.04","0905528","04","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","04","1","","","14384.2483705907","U","0083","0026"
"0905528.05","0905528","05","09","CIUDAD DE MEXICO","005","GUSTAVO A. MADERO","01","1","03","1","","","14384.2483705907","U","0083","0026"
"0906218.01","0906218","01","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","04","1","","","14835.5097390217","U","0084","0027"
"0906218.02","0906218","02","09","CIUDAD DE MEXICO","006","IZTACALCO","01","1","02","1","","","14835.5097390217","U","0084","0027"
"0906218.03","0906218","03","09","CIUDAD DE MEXICO","006","IZTACALCO","01","1","04","1","","","14835.5097390217","U","0084","0027"
"0906218.04","0906218","04","09","CIUDAD DE MEXICO","006","IZTACALCO","01","1","07","1","","","14835.5097390217","U","0084","0027"
"0906218.05","0906218","05","09","CIUDAD DE MEXICO","006","IZTACALCO","01","1","02","1","","","14835.5097390217","U","0084","0027"
"0906644.01","0906644","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","04","1","","","13263.884987379","U","0085","0028"
"0906644.02","0906644","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","1","","","13263.884987379","U","0085","0028"
"0906644.03","0906644","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","05","1","","","13263.884987379","U","0085","0028"
"0906644.04","0906644","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","13263.884987379","U","0085","0028"
"0906644.05","0906644","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","04","1","","","13263.884987379","U","0085","0028"
"0907483.01","0907483","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","1","","","15139.8596688809","U","0086","0029"
"0907483.02","0907483","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","04","1","","","15139.8596688809","U","0086","0029"
"0907483.04","0907483","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","04","1","","","15139.8596688809","U","0086","0029"
"0907483.05","0907483","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","15139.8596688809","U","0086","0029"
"0907709.01","0907709","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","05","2","02","02","9439.04831208006","U","0087","0029"
"0907709.02","0907709","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","08","1","","","9439.04831208006","U","0087","0029"
"0907709.03","0907709","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","9439.04831208006","U","0087","0029"
"0907709.04","0907709","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","2","03","01","9439.04831208006","U","0087","0029"
"0907709.05","0907709","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","15","2","04","04","9439.04831208006","U","0087","0029"
"0907917.01","0907917","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","03","1","","","13684.409851927","U","0088","0028"
"0907917.02","0907917","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","05","1","","","13684.409851927","U","0088","0028"
"0907917.03","0907917","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","02","1","","","13684.409851927","U","0088","0028"
"0907917.04","0907917","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","04","1","","","13684.409851927","U","0088","0028"
"0907917.05","0907917","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","03","1","","","13684.409851927","U","0088","0028"
"0908657.01","0908657","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","06","1","","","13386.2866971317","U","0411","0029"
"0908657.02","0908657","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","04","1","","","13386.2866971317","U","0411","0029"
"0908657.03","0908657","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","13386.2866971317","U","0411","0029"
"0908657.04","0908657","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","13386.2866971317","U","0411","0029"
"0908657.05","0908657","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","13386.2866971317","U","0411","0029"
"0908802.01","0908802","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","1","","","14758.5174549834","U","0089","0028"
"0908802.02","0908802","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","1","","","14758.5174549834","U","0089","0028"
"0908802.03","0908802","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","05","2","02","04","14758.5174549834","U","0089","0028"
"0908802.04","0908802","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","07","1","","","14758.5174549834","U","0089","0028"
"0908802.05","0908802","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","07","2","03","01","14758.5174549834","U","0089","0028"
"0908994.01","0908994","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","04","1","","","10800.7072645995","U","0090","0028"
"0908994.02","0908994","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","01","1","","","10800.7072645995","U","0090","0028"
"0908994.03","0908994","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","05","1","","","10800.7072645995","U","0090","0028"
"0908994.04","0908994","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","01","1","","","10800.7072645995","U","0090","0028"
"0908994.05","0908994","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","2","02","1","","","10800.7072645995","U","0090","0028"
"0909231.01","0909231","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","12270.7628057041","U","0091","0029"
"0909231.02","0909231","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","06","1","","","12270.7628057041","U","0091","0029"
"0909231.03","0909231","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","12270.7628057041","U","0091","0029"
"0909231.04","0909231","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","08","2","04","02","12270.7628057041","U","0091","0029"
"0910369.01","0910369","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","03","1","","","15286.9554201235","U","0446","0028"
"0910369.02","0910369","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","15286.9554201235","U","0446","0028"
"0910369.03","0910369","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","15286.9554201235","U","0446","0028"
"0910369.04","0910369","04","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","15286.9554201235","U","0446","0028"
"0910369.05","0910369","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","05","1","","","15286.9554201235","U","0446","0028"
"0910642.01","0910642","01","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","11952.9657017295","U","0391","0029"
"0910642.02","0910642","02","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","01","1","","","11952.9657017295","U","0391","0029"
"0910642.03","0910642","03","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","02","1","","","11952.9657017295","U","0391","0029"
"0910642.05","0910642","05","09","CIUDAD DE MEXICO","007","IZTAPALAPA","01","1","06","1","","","11952.9657017295","U","0391","0029"
"0910976.01","0910976","01","09","CIUDAD DE MEXICO","008","LA MAGDALENA CONTRERAS","01","1","06","1","","","13889.0555555556","U","0092","0030"
"0910976.03","0910976","03","09","CIUDAD DE MEXICO","008","LA MAGDALENA CONTRERAS","01","1","05","1","","","13889.0555555556","U","0092","0030"
"0910976.04","0910976","04","09","CIUDAD DE MEXICO","008","LA MAGDALENA CONTRERAS","01","1","03","1","","","13889.0555555556","U","0092","0030"
"0910976.05","0910976","05","09","CIUDAD DE MEXICO","008","LA MAGDALENA CONTRERAS","01","1","04","1","","","13889.0555555556","U","0092","0030"
"0911522.01","0911522","01","09","CIUDAD DE MEXICO","009","MILPA ALTA","01","1","04","1","","","8112.47058823529","U","0093","0031"
"0911522.02","0911522","02","09","CIUDAD DE MEXICO","009","MILPA ALTA","01","1","04","1","","","8112.47058823529","U","0093","0031"
"0911522.03","0911522","03","09","CIUDAD DE MEXICO","009","MILPA ALTA","01","1","05","1","","","8112.47058823529","U","0093","0031"
"0911522.05","0911522","05","09","CIUDAD DE MEXICO","009","MILPA ALTA","01","1","04","1","","","8112.47058823529","U","0093","0031"
"0912258.01","0912258","01","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","2","03","1","","","15427.4700587489","U","0094","0032"
"0912258.02","0912258","02","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","2","04","1","","","15427.4700587489","U","0094","0032"
"0912258.03","0912258","03","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","2","01","1","","","15427.4700587489","U","0094","0032"
"0912258.04","0912258","04","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","2","03","1","","","15427.4700587489","U","0094","0032"
"0912258.05","0912258","05","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","2","02","1","","","15427.4700587489","U","0094","0032"
"0912693.01","0912693","01","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","04","1","","","15020.6605034472","U","0095","0032"
"0912693.03","0912693","03","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","01","1","","","15020.6605034472","U","0095","0032"
"0912693.04","0912693","04","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","04","1","","","15020.6605034472","U","0095","0032"
"0912729.01","0912729","01","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","04","1","","","14980.6054087714","U","0096","0032"
"0912729.02","0912729","02","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","05","1","","","14980.6054087714","U","0096","0032"
"0912729.03","0912729","03","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","01","1","","","14980.6054087714","U","0096","0032"
"0912729.04","0912729","04","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","06","1","","","14980.6054087714","U","0096","0032"
"0912729.05","0912729","05","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","02","1","","","14980.6054087714","U","0096","0032"
"0913192.01","0913192","01","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","02","1","","","16462.0047347355","U","0097","0032"
"0913192.02","0913192","02","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","01","1","","","16462.0047347355","U","0097","0032"
"0913192.03","0913192","03","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","05","2","03","01","16462.0047347355","U","0097","0032"
"0913192.04","0913192","04","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","02","1","","","16462.0047347355","U","0097","0032"
"0913192.05","0913192","05","09","CIUDAD DE MEXICO","010","ALVARO OBREGON","01","1","04","1","","","16462.0047347355","U","0097","0032"
"0913273.01","0913273","01","09","CIUDAD DE MEXICO","011","TLAHUAC","01","2","02","1","","","12407.089820537","U","0429","0033"
"0913273.02","0913273","02","09","CIUDAD DE MEXICO","011","TLAHUAC","01","2","03","1","","","12407.089820537","U","0429","0033"
"0913273.03","0913273","03","09","CIUDAD DE MEXICO","011","TLAHUAC","01","2","04","1","","","12407.089820537","U","0429","0033"
"0913273.04","0913273","04","09","CIUDAD DE MEXICO","011","TLAHUAC","01","2","03","1","","","12407.089820537","U","0429","0033"
"0913273.05","0913273","05","09","CIUDAD DE MEXICO","011","TLAHUAC","01","2","02","1","","","12407.089820537","U","0429","0033"
"0913643.01","0913643","01","09","CIUDAD DE MEXICO","011","TLAHUAC","01","1","04","1","","","12265.1523618046","U","0098","0033"
"0913643.02","0913643","02","09","CIUDAD DE MEXICO","011","TLAHUAC","01","1","03","1","","","12265.1523618046","U","0098","0033"
"0913643.03","0913643","03","09","CIUDAD DE MEXICO","011","TLAHUAC","01","1","03","1","","","12265.1523618046","U","0098","0033"
"0913643.04","0913643","04","09","CIUDAD DE MEXICO","011","TLAHUAC","01","1","06","1","","","12265.1523618046","U","0098","0033"
"0913643.05","0913643","05","09","CIUDAD DE MEXICO","011","TLAHUAC","01","1","02","1","","","12265.1523618046","U","0098","0033"
"0915069.01","0915069","01","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","10288.3619420413","U","0099","0034"
"0915069.02","0915069","02","09","CIUDAD DE MEXICO","012","TLALPAN","01","2","03","1","","","10288.3619420413","U","0099","0034"
"0915069.03","0915069","03","09","CIUDAD DE MEXICO","012","TLALPAN","01","2","02","1","","","10288.3619420413","U","0099","0034"
"0915069.04","0915069","04","09","CIUDAD DE MEXICO","012","TLALPAN","01","2","03","1","","","10288.3619420413","U","0099","0034"
"0915069.05","0915069","05","09","CIUDAD DE MEXICO","012","TLALPAN","01","2","01","1","","","10288.3619420413","U","0099","0034"
"0915080.01","0915080","01","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","10288.3619420413","U","0100","0034"
"0915080.02","0915080","02","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","04","2","02","02","10288.3619420413","U","0100","0034"
"0915080.03","0915080","03","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","01","1","","","10288.3619420413","U","0100","0034"
"0915080.04","0915080","04","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","10288.3619420413","U","0100","0034"
"0915080.05","0915080","05","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","04","1","","","10288.3619420413","U","0100","0034"
"0915272.01","0915272","01","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","01","1","","","18167.810430852","U","0101","0035"
"0915272.02","0915272","02","09","CIUDAD DE MEXICO","012","TLALPAN","01","3","01","1","","","18167.810430852","U","0101","0035"
"0915272.03","0915272","03","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","05","2","02","02","18167.810430852","U","0101","0035"
"0915272.05","0915272","05","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","18167.810430852","U","0101","0035"
"0915509.01","0915509","01","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","22474.8234181237","U","0102","0035"
"0915509.02","0915509","02","09","CIUDAD DE MEXICO","012","TLALPAN","01","2","04","1","","","22474.8234181237","U","0102","0035"
"0915509.03","0915509","03","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","02","1","","","22474.8234181237","U","0102","0035"
"0915509.04","0915509","04","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","03","1","","","22474.8234181237","U","0102","0035"
"0915509.05","0915509","05","09","CIUDAD DE MEXICO","012","TLALPAN","01","1","05","1","","","22474.8234181237","U","0102","0035"
"0915810.01","0915810","01","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","04","1","","","17885.0779922466","U","0103","0036"
"0915810.02","0915810","02","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","01","1","","","17885.0779922466","U","0103","0036"
"0915810.03","0915810","03","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","08","2","03","03","17885.0779922466","U","0103","0036"
"0915810.04","0915810","04","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","06","2","03","01","17885.0779922466","U","0103","0036"
"0915810.05","0915810","05","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","02","1","","","17885.0779922466","U","0103","0036"
"0916254.01","0916254","01","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","04","1","","","16278.9428056859","U","0412","0036"
"0916254.02","0916254","02","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","02","1","","","16278.9428056859","U","0412","0036"
"0916254.03","0916254","03","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","04","1","","","16278.9428056859","U","0412","0036"
"0916254.04","0916254","04","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","03","1","","","16278.9428056859","U","0412","0036"
"0916254.05","0916254","05","09","CIUDAD DE MEXICO","013","XOCHIMILCO","01","1","02","1","","","16278.9428056859","U","0412","0036"
"0916809.01","0916809","01","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","1","02","1","","","29928.9015261628","U","0455","0037"
"0916809.02","0916809","02","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","1","01","1","","","29928.9015261628","U","0455","0037"
"0916809.03","0916809","03","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","1","04","2","04","01","29928.9015261628","U","0455","0037"
"0916809.04","0916809","04","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","1","07","2","04","02","29928.9015261628","U","0455","0037"
"0916809.05","0916809","05","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","1","04","1","","","29928.9015261628","U","0455","0037"
"0916841.01","0916841","01","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","2","01","1","","","23526.9974563954","U","0104","0037"
"0916841.02","0916841","02","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","2","01","1","","","23526.9974563954","U","0104","0037"
"0916841.03","0916841","03","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","2","01","1","","","23526.9974563954","U","0104","0037"
"0916841.04","0916841","04","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","2","01","1","","","23526.9974563954","U","0104","0037"
"0916841.05","0916841","05","09","CIUDAD DE MEXICO","014","BENITO JUAREZ","01","2","02","1","","","23526.9974563954","U","0104","0037"
"0917805.01","0917805","01","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","1","05","1","","","18680.3127742526","U","0468","0038"
"0917805.02","0917805","02","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","02","1","","","18680.3127742526","U","0468","0038"
"0917805.03","0917805","03","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","02","1","","","18680.3127742526","U","0468","0038"
"0917805.04","0917805","04","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","05","2","05","01","18680.3127742526","U","0468","0038"
"0917805.05","0917805","05","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","01","1","","","18680.3127742526","U","0468","0038"
"0918536.02","0918536","02","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","03","1","","","21825.9407020491","U","0105","0038"
"0918536.03","0918536","03","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","02","1","","","21825.9407020491","U","0105","0038"
"0918536.05","0918536","05","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","02","1","","","21825.9407020491","U","0105","0038"
"0919214.03","0919214","03","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","2","05","1","","","20812.4479865772","U","0106","0039"
"0919214.04","0919214","04","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","3","05","1","","","20812.4479865772","U","0106","0039"
"0919214.05","0919214","05","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","1","04","1","","","20812.4479865772","U","0106","0039"
"0919459.01","0919459","01","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","2","02","1","","","21517.9546979866","U","0107","0039"
"0919459.02","0919459","02","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","2","01","1","","","21517.9546979866","U","0107","0039"
"0919459.03","0919459","03","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","2","01","1","","","21517.9546979866","U","0107","0039"
"0919459.05","0919459","05","09","CIUDAD DE MEXICO","016","MIGUEL HIDALGO","01","2","02","1","","","21517.9546979866","U","0107","0039"
"0920153.01","0920153","01","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","2","04","1","","","24750.9552870091","U","0108","0040"
"0920153.03","0920153","03","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","2","03","1","","","24750.9552870091","U","0108","0040"
"0920153.04","0920153","04","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","2","01","1","","","24750.9552870091","U","0108","0040"
"0920153.05","0920153","05","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","1","05","1","","","24750.9552870091","U","0108","0040"
"0920792.01","0920792","01","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","1","03","1","","","21396.4302114804","U","0109","0040"
"0920792.04","0920792","04","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","1","01","1","","","21396.4302114804","U","0109","0040"
"0920792.05","0920792","05","09","CIUDAD DE MEXICO","017","VENUSTIANO CARRANZA","01","1","02","1","","","21396.4302114804","U","0109","0040"
"0921208.01","0921208","01","09","CIUDAD DE MEXICO","003","COYOACAN","01","2","02","1","","","18642.4704941317","U","0110","0041"
"0921208.02","0921208","02","09","CIUDAD DE MEXICO","003","COYOACAN","01","2","02","1","","","18642.4704941317","U","0110","0041"
"0921208.03","0921208","03","09","CIUDAD DE MEXICO","003","COYOACAN","01","2","03","1","","","18642.4704941317","U","0110","0041"
"0921208.04","0921208","04","09","CIUDAD DE MEXICO","003","COYOACAN","01","1","02","1","","","18642.4704941317","U","0110","0041"
"0921208.05","0921208","05","09","CIUDAD DE MEXICO","003","COYOACAN","01","1","01","1","","","18642.4704941317","U","0110","0041"
"0921228.01","0921228","01","09","CIUDAD DE MEXICO","004","CUAJIMALPA DE MORELOS","01","2","04","1","","","21840.4","U","0111","0042"
"0921228.02","0921228","02","09","CIUDAD DE MEXICO","004","CUAJIMALPA DE MORELOS","01","2","02","1","","","21840.4","U","0111","0042"
"0921228.03","0921228","03","09","CIUDAD DE MEXICO","004","CUAJIMALPA DE MORELOS","01","2","02","1","","","21840.4","U","0111","0042"
"0921228.04","0921228","04","09","CIUDAD DE MEXICO","004","CUAJIMALPA DE MORELOS","01","1","01","1","","","21840.4","U","0111","0042"
"0921228.05","0921228","05","09","CIUDAD DE MEXICO","004","CUAJIMALPA DE MORELOS","01","2","01","1","","","21840.4","U","0111","0042"
"0921497.01","0921497","01","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","02","1","","","21448.552493098","U","0112","0027"
"0921497.02","0921497","02","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","01","1","","","21448.552493098","U","0112","0027"
"0921497.03","0921497","03","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","01","1","","","21448.552493098","U","0112","0027"
"0921497.04","0921497","04","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","01","1","","","21448.552493098","U","0112","0027"
"0921497.05","0921497","05","09","CIUDAD DE MEXICO","006","IZTACALCO","01","2","01","1","","","21448.552493098","U","0112","0027"
"0922715.02","0922715","02","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","03","1","","","19553.7974568878","U","0430","0038"
"0922715.03","0922715","03","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","01","1","","","19553.7974568878","U","0430","0038"
"0922715.04","0922715","04","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","04","1","","","19553.7974568878","U","0430","0038"
"0922715.05","0922715","05","09","CIUDAD DE MEXICO","015","CUAUHTEMOC","01","2","02","1","","","19553.7974568878","U","0430","0038"
"1000388.01","1000388","01","10","DURANGO","005","DURANGO","01","1","05","1","","","5332.44273785638","U","0113","0043"
"1000388.02","1000388","02","10","DURANGO","005","DURANGO","01","1","04","1","","","5332.44273785638","U","0113","0043"
"1000388.04","1000388","04","10","DURANGO","005","DURANGO","01","1","03","1","","","5332.44273785638","U","0113","0043"
"1000405.01","1000405","01","10","DURANGO","005","DURANGO","01","1","05","1","","","6282.58910252527","U","0114","0043"
"1000405.02","1000405","02","10","DURANGO","005","DURANGO","01","1","06","1","","","6282.58910252527","U","0114","0043"
"1000405.04","1000405","04","10","DURANGO","005","DURANGO","01","1","03","1","","","6282.58910252527","U","0114","0043"
"1000449.01","1000449","01","10","DURANGO","005","DURANGO","01","1","02","1","","","5366.47152603722","U","0115","0044"
"1000449.02","1000449","02","10","DURANGO","005","DURANGO","01","1","02","1","","","5366.47152603722","U","0115","0044"
"1000449.04","1000449","04","10","DURANGO","005","DURANGO","01","1","02","1","","","5366.47152603722","U","0115","0044"
"1000449.05","1000449","05","10","DURANGO","005","DURANGO","01","1","04","1","","","5366.47152603722","U","0115","0044"
"1000574.01","1000574","01","10","DURANGO","005","DURANGO","01","1","01","1","","","4237.91594933923","U","0116","0045"
"1000574.02","1000574","02","10","DURANGO","005","DURANGO","01","1","03","2","02","02","4237.91594933923","U","0116","0045"
"1000574.03","1000574","03","10","DURANGO","005","DURANGO","01","1","01","1","","","4237.91594933923","U","0116","0045"
"1000574.04","1000574","04","10","DURANGO","005","DURANGO","01","1","02","1","","","4237.91594933923","U","0116","0045"
"1000574.05","1000574","05","10","DURANGO","005","DURANGO","01","1","02","1","","","4237.91594933923","U","0116","0045"
"1000681.01","1000681","01","10","DURANGO","005","DURANGO","01","1","01","1","","","4680.47004829683","U","0117","0044"
"1000681.03","1000681","03","10","DURANGO","005","DURANGO","01","1","04","1","","","4680.47004829683","U","0117","0044"
"1000681.04","1000681","04","10","DURANGO","005","DURANGO","01","1","04","1","","","4680.47004829683","U","0117","0044"
"1000681.05","1000681","05","10","DURANGO","005","DURANGO","01","1","02","1","","","4680.47004829683","U","0117","0044"
"1000705.01","1000705","01","10","DURANGO","005","DURANGO","01","1","03","1","","","3823.31729985091","U","0392","0044"
"1000705.02","1000705","02","10","DURANGO","005","DURANGO","01","1","04","1","","","3823.31729985091","U","0392","0044"
"1000705.03","1000705","03","10","DURANGO","005","DURANGO","01","1","05","1","","","3823.31729985091","U","0392","0044"
"1000705.04","1000705","04","10","DURANGO","005","DURANGO","01","1","03","1","","","3823.31729985091","U","0392","0044"
"1000705.05","1000705","05","10","DURANGO","005","DURANGO","01","1","01","1","","","3823.31729985091","U","0392","0044"
"1000874.01","1000874","01","10","DURANGO","005","DURANGO","01","1","03","1","","","5939.61897782166","U","0118","0043"
"1000874.03","1000874","03","10","DURANGO","005","DURANGO","01","1","02","1","","","5939.61897782166","U","0118","0043"
"1000874.04","1000874","04","10","DURANGO","005","DURANGO","01","1","01","1","","","5939.61897782166","U","0118","0043"
